,0
0,11.6910419253101
1,14.804985158526732
2,4.515820075283477
3,3.4942908866581543
4,1.6475083131652664
5,10.125250695380076
6,9.166356874906075
7,2.1273505424180925
8,0.763867339530437
9,0.24972101899811072
10,1.6179002136376024
11,0.9723932101221084
12,2.837811875415845
13,0.6558472482137923
14,3.076052906514626
15,7.644334752220899
16,1.1564248241375168
17,6.915382024523197
18,8.289078121536551
19,0.31129170192458666
20,3.8943055305981256
21,0.9686229999433569
22,0.5553825400110304
23,13.358321456893616
24,12.572713138548117
25,0.16120857162242075
26,12.396148180981086
27,8.69344698027408
28,2.6743252183037747
29,4.920195794156278
30,0.6330605851128634
31,1.0715317658732388
32,5.25930830710934
33,8.768893627900278
34,1.3348565793017801
35,0.7723314741159832
36,0.12996503696855832
37,3.353847267693963
38,1.2802889249857952
39,4.9540588779732175
40,0.367374025301741
41,9.314141397062796
42,9.500966767636022
43,12.020306425935352
44,22.58727685008372
45,37.253597456408926
46,5.981380218149985
47,1.5059506745050246
48,2.766012856973081
49,5.354797260148389
50,5.00088614007336
51,9.076328961272372
52,0.3974789280832063
53,30.95776524829593
54,3.033217639855266
55,26.09755921573735
56,6.633662005040563
57,0.9905361246081981
58,11.446266651980665
59,18.382727896511128
60,2.52134860614575
61,15.391933893640754
62,7.565853683696588
63,7.832366507621174
64,12.114480090492066
65,1.8922441442182105
66,32.18314252497494
67,1.4281399624313913
68,1.243321409990024
69,21.9818309767745
70,0.5889410737303535
71,3.454426508774354
72,11.595525615256928
73,1.3170623523449416
74,6.965712814160911
75,28.788757204703217
76,8.527141910270117
77,1.341636460147594
78,7.358944177313127
79,29.712745156158654
80,0.701400538730276
81,12.388984622231781
82,6.08579820864049
83,9.23137297915607
84,2.2140750191330483
85,5.612503310482264
86,2.1148497696056445
87,16.233386502462505
88,2.2755539336279593
89,0.09630763472016035
90,10.560847544650198
91,11.318452319627312
92,47.72633961377472
93,12.172946669760428
94,6.13554140883106
95,17.22926690710424
96,13.612809584062497
97,18.543827501660704
98,17.008049516745672
99,5.916513459481044
100,5.091434136043067
101,9.702053253689039
102,11.782282891431745
103,11.095130728537509
104,56.473482750446294
105,6.517983172929831
