,0
106,2.604280066199422
107,9.505693906318001
108,6.69323249831298
109,2.8710004235988293
110,27.354633586807516
111,15.28506794355767
112,10.238679332106178
113,1.471275741022783
114,2.345996456213882
115,1.9957669212847868
116,9.370896450792106
117,11.702237759045936
118,26.486066506196273
119,8.743617719876426
120,0.6261296036781658
121,1.3162218096602771
122,31.883507787500385
123,1.4281331355134377
124,5.653952598185455
125,28.16089823438876
126,11.785007074743703
127,0.964220460281517
128,17.700132630455457
129,9.755344250745623
130,6.635816376421225
131,14.699373268992467
132,6.119360842149863
133,1.6462427301765565
134,0.8889916975498551
135,6.108960645123627
136,3.466754645457897
137,1.8517379035430643
138,0.6751885190437932
139,14.177171116270934
140,22.18345405329903
141,7.252828674134072
142,5.210617659542528
143,12.277658143043546
144,2.359167548479803
145,6.292761610633185
146,2.514009655730028
147,22.077973859547107
148,17.237786544614146
149,6.956451779124087
150,12.883637794149124
151,0.5021154463710076
152,1.099538312300048
153,16.395149721391704
154,2.8773630390634537
155,1.6830438136200527
156,2.4314852306091197
157,2.92551980697764
158,1.2230145247659294
159,1.1308713158061394
160,1.138090638698948
161,1.4771933221427886
162,4.685600735405828
163,11.42347985277744
164,0.34577450825872447
165,3.8835949196571384
166,20.12720050980373
167,1.5859067744095015
168,4.044994622662607
169,3.291671773400772
170,6.877966244395132
171,16.211418491611205
172,0.18794192592142878
173,1.9869515225870025
174,2.629545357386373
175,3.4343968104592904
176,30.1482977300683
177,1.5584527015081164
178,0.8237163781318131
179,31.8324830409385
180,9.779663737870589
181,0.5546253507320422
182,7.604779140906812
183,9.237674867213881
184,5.347774284636838
185,0.09309536348481906
186,2.3105926974981905
187,13.199314940020532
188,3.839269308859336
189,12.4157019847286
190,9.994334539820567
191,8.521456158183193
192,0.9173301057784
193,3.839142154440885
194,1.9720869665719203
195,0.7285312694361146
196,0.7591030894929096
197,4.3657303874269235
198,3.9961262229539045
199,0.911921782532354
200,0.32689259733767084
201,2.2440419231931035
202,0.9120802444843656
203,1.1213624938999063
204,10.08020054458635
205,3.1109698905507006
206,3.9832116033342686
207,1.5955211712813888
208,0.33120170563066154
209,0.5351575362729504
210,0.14460408379440004
211,0.8519912556436964
212,0.8139900811438672
213,0.38983347848799355
214,0.2478167078390454
215,1.142440730043881
216,0.91287019435293
217,0.07483342877481824
218,0.3456294952640784
219,0.3535562912168464
220,0.17146366497263354
221,0.9606919077862637
222,21.3638901487233
223,14.95581594745416
224,4.402752185271346
225,0.13791585373357407
226,0.3214459257441913
227,0.22110619976104928
228,2.709645089379851
229,1.0417326605438815
230,0.7217869486556765
231,0.5510752895308118
232,0.2281558014099616
233,0.35406295465224336
234,0.341566052926483
235,1.419133966557209
236,0.29415976892686935
237,0.3432824268679546
238,0.21787305964385784
239,5.872034327334118
240,1.2307758877167903
241,7.433837956748641
242,0.9734534784115922
243,0.5558594041142291
244,0.5818597822822547
245,1.5798731652905342
246,1.2819586763595394
247,10.704544345696434
248,4.995187035790153
249,2.811553874314842
250,2.815437499183842
251,3.80279555661067
252,1.6577303869319993
253,2.5463751787727755
254,0.051869996902837556
255,0.6041093840869456
256,0.664083759428002
257,0.20484583050581318
258,0.8734147846778937
259,1.1165553574335707
260,0.3060282279285964
261,0.4370733743549726
262,0.16003067639485824
263,2.87675871925315
264,2.424993058542694
265,0.2619620990045375
266,0.036237792623375675
267,0.4820825771998587
268,3.1701764724704864
269,6.9882862047213585
270,10.363025528198527
271,1.452254620567195
272,0.49079199374102256
273,0.07874209534965537
274,0.5793871250983926
275,0.08105822974222665
276,1.767350170421281
277,0.7881050779252705
278,1.4376395693209636
279,3.026441799221419
280,1.453409886825316
281,1.7632477752335305
282,2.0147919998979207
283,0.8195516090904968
284,0.009211670525472115
285,0.17754840678153894
286,0.21116131925631798
287,8.501834964951183
288,8.42098858561586
289,0.10584912742290431
290,0.9208075490737428
291,0.6318404805593341
292,0.35119873918693933
293,3.9573068008897394
294,2.3895555640035155
295,0.778233963652271
296,0.06429559380102212
297,0.16851800155598617
298,0.7158912459872697
299,0.9628869655969279
300,1.0697503848927017
301,0.5831479738171899
302,3.8757408995169316
303,3.1470918523120988
304,1.1364339447840974
305,1.5776297388675973
306,0.8373086469185536
307,0.7126145834724182
308,0.43423883833281884
309,0.16775379471588625
310,0.5877230427903228
311,7.696761962426004
312,7.505299273260908
313,1.2978414666591611
314,0.7057390049041103
315,1.766917317310969
316,0.9720977228489458
317,1.2442718075858092
318,0.6818788184318292
319,1.0517449472902394
320,1.4662153277150685
321,3.011420565962778
322,1.1555828778400707
323,2.825346630516888
324,2.486814571008763
325,2.2851863400260743
326,1.720423678410615
327,2.359625488215448
328,0.2455630919837155
329,1.283453619503545
330,0.5740386286795891
331,15.561647585650551
332,11.394045340901972
333,27.681113036945547
334,3.962626332019644
335,9.280090806678048
336,4.1482843518553665
337,0.0754692526616445
338,9.243861150421289
339,5.422195562341081
340,26.500215781900554
341,16.003494034173727
342,7.064183275385574
343,11.478362817384934
344,22.26232442349672
345,0.4932974690630374
346,17.001389116481285
347,21.359731402943773
348,1.4006762330094755
349,7.465215307086478
350,1.843291783933143
351,10.067032768592851
352,2.2640363566074138
353,0.2536388358789532
354,2.5178972569947975
355,13.672896994195671
356,5.861579584229432
357,6.26214552579182
358,0.2440460783161038
359,12.070842237194253
360,2.0332459878140625
361,7.675843697274161
362,18.359762865559414
363,18.256097376845638
364,3.0226880536848206
365,4.437504395796353
366,7.037020881131995
367,1.5138382994663013
368,3.171890605115899
369,3.565096615930214
370,0.49987207371677567
371,1.5478691350082192
372,1.16533994951737
373,0.10830925336906327
374,1.8431857492482324
375,3.4133826624925243
376,0.09185813858047176
377,4.228855612219066
378,5.641750156839586
379,0.7561189557572305
380,0.016213211604215516
381,0.8857496419616959
382,0.05307415809786242
383,11.035453788282108
384,1.7921255347221035
385,12.18890675592205
386,3.8051152884206054
387,2.1187730395901685
388,1.9285611340510895
389,9.101716342708297
390,9.106011820324799
391,21.4769095024634
392,40.7814894444557
393,2.4197934749388423
394,0.16611962774605615
395,14.63254080059356
396,9.329550552641784
397,10.2878024211055
398,9.616018731864056
399,5.34312999920833
400,6.2191274961359255
401,0.4165176170961331
402,7.20053304056108
403,0.31992899322711565
404,16.362142488426386
405,2.8348078103072964
406,0.6028195585930689
407,1.9127045719495754
408,3.9700585439422724
409,0.521165740258354
410,1.1947772207616367
411,2.0607656318845926
412,1.3568803499221573
413,2.097840188668634
414,0.5870911525244225
415,2.8447058042652458
416,0.4292465257304414
417,1.6308011653494034
418,9.316032510770349
419,2.6253402221318254
420,1.1681158724869718
421,6.548337458365218
422,9.22519308130861
423,1.7553560527247
424,3.6561001050107222
425,5.582475106446118
426,6.116132432950451
427,8.979828072404501
428,13.7411883322984
429,7.6481793214782385
430,3.7955642129007003
431,5.833998504778997
432,12.625427472982203
433,5.678285287180472
434,4.670257890161068
435,0.9183934466349939
436,0.44590342048525144
437,3.9553704866604136
438,3.5852110682901497
439,9.629364569495607
440,13.810186626616826
441,3.298665695654492
442,0.01943585243819257
443,1.0928616697820388
444,2.852236800922455
445,10.695940753942963
446,0.5871729680381605
447,1.8705035260787497
448,1.2295320621651484
449,2.9297116312854
450,1.9591506573256936
451,2.405580569354356
452,2.5466028653890618
453,6.071692343762109
454,11.433416333900979
455,2.7426940457464326
456,1.122232532354488
457,3.0037127009202464
458,16.904380248872386
459,7.786097361180495
460,3.7463963839831393
461,1.7879429389325239
462,0.1501901410872435
463,5.495737766358879
464,26.45875579066597
465,4.7521745464519825
466,2.967331685551926
467,1.1777818144644954
468,11.381723519125927
469,8.372999568669464
470,7.108352803330845
471,2.266937424275902
472,2.948554265829827
473,6.205933508624014
474,0.2420171317955635
475,7.6488476549390185
476,15.924082522471338
477,6.205621151232123
478,1.3570015512814422
479,2.09714472312708
480,1.0027344419508992
481,25.682908013803086
482,0.07799158375543058
483,0.543310767200353
484,7.0988529716697855
485,2.211662573956124
486,0.8149121063101337
487,1.5252644584158013
488,52.591211244342375
489,1.3647899243106707
490,32.253813329778666
491,7.343172433475612
492,4.6724937693891775
493,4.006446763484547
494,10.467151554236768
495,11.469803246856138
496,1.8059841305898114
497,2.8370320971356473
498,1.434117516874499
499,1.1395784731820409
500,0.11491983391155802
501,2.2692272736867576
502,0.02215549984668641
503,0.8589442505574327
504,0.9469117424930511
505,0.5769952328326609
506,0.8887901106591674
507,0.11466038058699546
508,0.15134055706358662
509,0.9067228208446352
510,0.12348041925117847
511,30.13208750574998
512,23.111677087198267
